Open,Wind
FiveFreeSpinSettlement,HeatHairWindFriendship
Settlemented,Organization
FiveFSSettlemented,HeatFSOrganization
UpdateWinRewards,NormalGunFlatter
MagicBugEnd,RadarLowWay
FlyDiamond,OilViolent
Statue,Vanish
SetStatueState,GunVanishMouth
Adaptation,Mercantile
SetRewardsBoxSize,GunFlatterFeeSail
All,Gem
WatchAdRewardAll,BirchSoRedbudGem
Reward10Percent,Redbud10Eyebrow
WatchAdRewardDouble,BirchSoRedbudShield
ShowRewardAndClose,CaneRedbudAilArgon
ShowAni,CaneDon
RewardBtnClick,RedbudHopCreed
GetDiamond,AllViolent
CloseBtnClick,ArgonHopCreed
Claim,Pupil
Claim10Percent,Pupil10Eyebrow
ShowAnimation,CaneVictorian
PlayAnim,YearLady
Creat,Audio
CreatCard,AudioOdor
Mark,Tilt
MarkToggle,TiltClever
watchAdBtnClick,HarshSoHopCreed
ClaimReward,PupilRedbud
ShowStep,CaneLime
ShowStep1,CaneLime1
ShowStep2,CaneLime2
BtnClick,HopCreed
Step1BtnClick,Lime1HopCreed
After,Epoch
Delay,Guild
AfterDelay,EpochGuild
ShowStep2AfterDelay,CaneLime2EpochGuild
Step2BtnClick,Lime2HopCreed
OpenBoxBtnClick,WindFeeHopCreed
OpenBox,WindFee
KeysBtnClick,DoomHopCreed
Add3KeysBtnClick,Ion3DoomHopCreed
Jars,Blip
CloseJars,ArgonBlip
OpenJars,WindBlip
BackBtnClick,YaleHopCreed
LightStart,ClimbSkill
closePanel,WholeSully
CanStart,KeaSkill
Scrape,Suburb
Off,Hem
Coating,Culture
ScrapeOffCoating,SuburbHemCulture
ShowSettlement,CaneFriendship
MusicBtnClick,AnnexHopCreed
Sound,Crowd
SoundBtnClick,CrowdHopCreed
Vibration,Northeast
VibrationBtnClick,NortheastHopCreed
Directions,Regulatory
DirectionsBtnClick,RegulatoryHopCreed
ClaimFirst,PupilBless
Claim50Percent,Pupil50Eyebrow
InitAudioSourceQueue,PaneNightSpinetJules
For,His
Audo,Slam
AddAudioSourceForAudoMgr,IonNightSpinetHisSlamBee
GetAudioComponent,AllNightSouthward
Un,By
UnUseAudioComponent,UnEraNightSouthward
set,Mow
Bgm,All
One,Web
setBgmCloseOneTime,MowBgmArgonWebSign
setBgmReplaceOneTime,MowAllBergereWebSign
CheckUnUseAudioComponent,NightByEraNightSouthward
SetAllEffectVolume,GunGemSaharaBreech
PlayBgBase,YearMeHare
PlayNewBg,YearEatMe
PlayEffectBase,YearSaharaHare
PlayBg,YearMe
PlayEffect,YearSahara
getVolume,OddBreech
PlayLoop,YearRest
StopLoop,SandRest
Load,Hiss
SetBool,GunHawk
GetBool,AllHawk
SetString,GunTeacup
GetString,AllTeacup
SetFloat,GunTouch
GetFloat,AllTouch
SetInt,GunArc
GetInt,AllArc
Array,Cheep
SetIntArray,GunArcCheep
GetIntArray,AllArcCheep
SetFloatArray,GunTouchCheep
GetFloatArray,AllTouchCheep
SetStringArray,GunTeacupCheep
GetStringArray,AllTeacupCheep
Vector,Secure
SetVector,GunSecure
SetVector2,GunSecure2
GetVector,AllSecure
GetVector2,AllSecure2
SetVector3,GunSecure3
GetVector3,AllSecure3
Quaternion,Delightful
SetQuaternion,GunDelightful
GetQuaternion,AllDelightful
SetDouble,GunShield
GetDouble,AllShield
Do,At
DoUpdate,DoNormal
Anchor,Urchin
SetAnchor,GunUrchin
Pivot,Woody
SetPivot,GunWoody
layout,Heyday
layoutAction,HeydayGibbon
AdjustInit,PunishPane
SaveAdjustAdid,HostPunishJump
GetAdjustAdid,AllPunishJump
Status,Encase
GetAdjustStatus,AllPunishEncase
InitAdjustData,PanePunishSong
Act,Jay
AddActCount,IonJayKnife
AddAdCount,IonSoKnife
LoadAdjustOnAct,HissPunishMyJay
ResetActCount,ExcelJayKnife
GetAdjustTime,AllPunishSign
setAdjustAdid,MowPunishJump
Ads,Sod
InitializeRewardedAds,EcologicalRefreezeSod
LoadRewardedAd,HissRefreezeSo
LoadInterstitial,HissUnnoticeable
play,Burn
Video,Thumb
playRewardVideo,BurnRedbudThumb
playInterstitialAd,BurnUnnoticeableSo
playInterstitial,BurnUnnoticeable
Repeat,Hunger
Method,Oxygen
RepeatMethod,HungerOxygen
Thanks,Cither
NoThanksAddCount,ToCitherIonKnife
PauseTimeInterstitial,NeedySignUnnoticeable
ResumeTimeInterstitial,MortalSignUnnoticeable
Trial,Light
UpdateTrialNum,NormalLightFix
Register,Waterway
RegisterPlayCallback,WaterwayYearMongolia
AfterAdPlaySuccess,EpochSoYearAfflict
GetTotalAdNum,AllPurgeSoFix
Pin,Low
Market,Willow
OpenAPPinMarket,WindAPPinWillow
gaidAction,PlayGibbon
aidAction,FenGibbon
idfaSuccess,BlueAfflict
idfaFail,BlueSeat
Country,Novelty
getCountry,OddNovelty
GetConfigData,AllTenantSong
Loaction,Upcoming
GetLoactionData,AllUpcomingSong
SetConfigData,GunTenantSong
GameReady,TrayGrope
SendAdjustAdid,WildPunishJump
GetUserInfo,AllBushPain
Re,So
ReGetUserInfo,ReAllBushPain
autoMessage,WavyCatalog
Para,Host
SendNoParaEvent,WildToParaWorst
send,Sect
sendGameProgress,SectTrayMinimize
SendPost,WildRime
endRequest,WitFlatten
Http,Gain
HttpGet,GainAll
HttpPost,GainRime
Json,Etch
HttpPostJson,GainRimeEtch
Process,Satiric
ProcessRequest,SatiricFlatten
CreateWebRequest,AdmireFanFlatten
Cleanup,Viscera
CleanupRequest,VisceraFlatten
Cancel,Afraid
CancelRequest,AfraidFlatten
Requests,Whenever
CancelAllRequests,AfraidGemWhenever
SetTargetImage,GunRarityGully
ShowHand,CaneFlap
WorldToCanvasPos,SpainBeStrictHat
HandAnimation,FlapVictorian
Recycle,Emotion
RecycleAll,EmotionGem
Destroy,Adverse
CreateObjectPool,AdmireSearchHalf
GetGameObject,AllTraySearch
RecycleGameObject,EmotionTraySearch
Query,Sully
QueryPool,QueryHalf
GetInstance,AllEnvelope
autoCloseToast,WavyArgonForce
ShowToast,CaneForce
setContentLayout,MowEarthenAbroad
IsApple,IfStore
Online,Thirst
CheckOnlineData,NightThirstSong
GetDistance,AllComposer
Android,Crumple
AndroidBlockCheck,CrumpleKneadNight
Editor,Plight
IsEditor,IfPlight
Portrait,Landless
IsPortrait,IfLandless
LocalPoint,CrampPride
Screen,Convex
ScreenPoint,ConvexPride
LocalPoint2ScreenPoint,CrampPride2ConvexPride
ScreenPoint2LocalPoint,ConvexPride2CrampPride
Of,At
GetWorldPositionOfRectTransform,AllSpainBedcoverOfWareGeography
GetTimestamp,AllDrugstore
DateTimeFormat,PathSignBridge
SecondsToDateTime,ArabianBePathSign
SecondsFormat,ArabianBridge
SecondsFormat2,ArabianBridge2
DoubleToStr,ShieldBeBay
GetWeightRandom,AllImportForget
GetWeightRandomIndex,AllImportForgetVenue
In,Ax
Chance,Steady
InChance,AxSteady
Shuffle,Variety
ShuffleArray,VarietyCheep
Enum,Yuan
ToEnum,BeYuan
GetMessage,AllCatalog
Sub,Bee
CreateSubActivity,AdmireSubPlatelet
Serialize,Radically
GetSerializeData,AllRadicallySong
GetActivityById,AllPlateletNoDy
Activities,Perishable
GetActivities,AllPerishable
UpdateActivityState,NormalPlateletMouth
SetSetting,GunTestify
GetCurrentIndex,AllImagineVenue
GetAllSetting,AllGemTestify
GetRewardByIndex,AllRedbudNoVenue
SetData,GunSong
GetData,AllSong
IsEffect,IfSahara
Buy,Gel
GetRewards,AllFlatter
GetBoxDataById,AllFeeSongNoDy
GetSettingById,AllTestifyNoDy
Calc,Lean
Health,Outcry
CalcCurrentHealth,LeanImagineOutcry
GetCurrentHealth,AllImagineOutcry
Unlimited,Sugarlike
IsUnlimitedState,IfSugarlikeMouth
Countdown,Represent
UnlimitedCountdown,SugarlikeRepresent
IsFull,IfGive
UseHealth,EraOutcry
AddHealth,IonOutcry
AddUnlimitedTime,IonSugarlikeSign
Enough,Digest
IsHealthEnough,IfOutcryDigest
StartLevel,SkillVideo
Victory,Creator
LevelVictory,VideoCreator
LevelFail,VideoSeat
InitUserNames,PaneBushHypha
GetRankById,AllDownNoDy
AddItemValue,IonOnceFront
AddItemGroup,IonOnceAlgae
SetItemValue,GunOnceFront
GetItemById,AllOnceNoDy
GetItemGroupById,AllOnceAlgaeNoDy
Ids,Age
GetItemGroupByIds,AllOnceAlgaeNoAge
GetShopList,AllEaseLane
GetShopById,AllEaseNoDy
Distribute,Laboratory
DistributeRewards,LaboratoryFlatter
Skins,Whole
GetAllSkinsOfType,AllGemSkinsAtLeap
GetSkinsByType,AllWholeNoLeap
Unlock,Lazuli
UnlockSkin,LazuliGoat
ActiveSkin,BesideGoat
Exp,USA
UnlockByExp,LazuliNoUSA
CalculateState,InsolubleMouth
ChangeActivityState,MildlyPlateletMouth
Period,Emboss
StartNewPeriod,SkillEatEmboss
AttendActivity,LimnerPlatelet
NeedShow,HeedCane
SetSettingData,GunTestifySong
GetBoxLevelDataByLv,AllFeeVideoSongNoMy
GetBoxLevelDataFromLv,AllFeeVideoSongBardMy
AddCurrentValue,IonImagineFront
CalculateLv,InsolubleMy
AddValue,IonFront
SetValue,GunFront
AddScore,IonHeart
AddStartTimes,IonSkillUntie
AddVictoryTimes,IonCreatorUntie
SetRewards,GunFlatter
CalculateRank,InsolubleDown
GetRewardByRanking,AllRedbudNoTermite
ClearData,LomasSong
AddNum,IonFix
CanBuy,KeaGel
SetActive,GunBeside
SaveData,HostSong
Handle,Expand
HandleInterval,ExpandEvaluate
GetAppSettingMaxNumber,AllBedTestifyRubPrimal
Analysis,Ultimate
InitAndAnalysisJson,PaneAilUltimateEtch
Msg,Cop
Listener,Disposal
AddMsgListener,IonCopDisposal
RemoveMsgListener,WeaponCopDisposal
ClearAllMsgListener,LomasGemCopDisposal
SendMessage,WildCatalog
Resource,Globally
LoadResource,HissGlobally
Asset,Allay
LoadAsset,HissAllay
SetMaskWindow,GunViewSeaway
HideMaskWindow,DeckViewSeaway
CancelMaskWindow,AfraidViewSeaway
Find,Lush
The,Cab
Child,Algae
FindTheChildNode,LushTheChildBoss
GetTheChildNodeComponentScripts,AllCabAlgaeBossSouthwardPartial
AddChildNodeComponent,IonAlgaeBossSouthward
AddChildNodeToParentNode,IonAlgaeBossBeKettleBoss
ShowText,CanePlot
InitLauguageCache,PaneGenerousKnife
FindChildAddComponent,LushAlgaeIonSouthward
Freeze,Elicit
Rigister,Minimize
RigisterButtonObjectEvent,RigisterCarmanSearchWorst
OpenUIForm,WindUIMail
CloseUIForm,ArgonUIMail
Receive,Husband
ReceiveMessage,HusbandCatalog
AddPanel,IonSully
SubPanel,BeeSully
InitRootCanvasLoading,PaneWareStrictPacific
ShowUIForms,CaneUISedge
Or,Ox
Return,Openly
CloseOrReturnUIForms,ArgonOxOpenlyUISedge
ShowNextPopUp,CaneHailBeeID
ClearWaitUIForms,LomasStemUISedge
Catch,Aloud
LoadFormsToALLUIFormsCatch,HissSedgeBeALLUISedgeCatch
LoadUIForm,HissUIMail
EnterUIFormsCache,SpeedUISedgeKnife
ExitUIFormsCache,KindUISedgeKnife
Formst,Parcel
Other,Boule
EnterUIFormstToCacheHideOther,SpeedUIParcelBeKnifeDeckBoule
EnterUIFormsCacheWaitClose,SpeedUISedgeKnifeStemArgon
ExitUIFormsFromCacheAndShowOther,KindUISedgeBardKnifeAilCaneBoule
PushUIForms,StirUISedge
PopUIForms,BeeUISedge
InitUIFormsPathsData,PaneUISedgePoundSong
InitCamera,PaneCereal
Stack,Debut
ClearStackArray,LomasDebutCheep
GetCurrentFormStack,AllImagineMailDebut
GetPanelByName,AllSullyNoPoet
Opening,Orbital
GetOpeningPanels,AllOpeningFrance
RefreshLayout,CommentAbroad
Apply,Faint
ApplySafeArea,FaintTireLade
RefreshProgress,CommentMinimize
OpenTab,WindWho
ActiveBgAnimation,BesideMeVictorian
RegisterCallback,WaterwayMongolia
SetActiveUI,GunBesideUI
pagechange,Constitute
SetPageIndex,GunMaleVenue
UpdateItem,NormalOnce
PopItem,BeeOnce
PushItem,StirOnce
AddItem,IonOnce
CashOutManager,TireSitCowhand
Response,Seashore
CashOutResponseData,TireSitResponseSong
BaseResponse,HareSeashore
Request_Login,Flatten_Empty
Response_User,Seashore_Bush
RequestData,FlattenSong
RequestData_Withdraw,FlattenSong_Daughter
Response_Withdraw,Seashore_Daughter
WithdrawRule,DaughterLeaf
Response_WithdrawRule,Seashore_DaughterLeaf
WithdrawRuleData,DaughterLeafSong
WithdrawRecord,DaughterMosaic
Response_WithdrawRecord,Seashore_DaughterMosaic
WithdrawRecordData,DaughterMosaicSong
WithdrawRecordItem,DaughterMosaicOnce
RequestData_ReportEcpm,FlattenSong_FecundTone
Response_Ecpm,Seashore_Tone
RequestData_ReportAdjustID,FlattenSong_FecundPunishID
RequestData_ReportEvent,FlattenSong_FecundWorst
RequestData_ReportEvent_Event,FlattenSong_FecundWorst_Worst
Controller,Microscope
AnimationController,VictorianMicroscope
CustomPrint,PaddleAloud
Dictionaries,Compensation
MergeDictionaries,ToothCompensation
GetSystemData,AllFinelySong
GradientColor,AmnioticWorth
NotificationManager,ProboscideanCowhand
Global,Listen
GlobalData,ListenSong
Splitter,Activity
AnimationCurveSplitter,VictorianWhichActivity
GameObjectPool,TraySearchHalf
Press,Place
LongPressButton,BonyPlaceCarman
TextOutline,PlotApprove
Handler,Misdeed
EraseHandler,TreadMisdeed
FiveFSBoard,HeatFSQuite
FiveFSBoardGrid,HeatFSQuiteSick
GoldPigShow,RockEarCane
LuckyWheel,ScopeElder
LuckyWheelBar,ScopeElderEel
MachineAxis,IntrudeNext
Match,Tepee
Match3_Cards,Tepee3_Belie
SlotsBoard,LargeQuite
SpinShow,WindCane
CumulativePoint,ProficientPride
GameDataManager,TraySongCowhand
GameManager,TrayCowhand
JackpotManager,RestfulCowhand
MainManager,LastCowhand
SettlementAnimManager,FriendshipLadyCowhand
TimerManager,TimidCowhand
TimerData,TimidSong
VibrationManager,NortheastCowhand
Spins,Comic
AddSpinsPanel,IonComicSully
BlockPanel,KneadSully
CompareSizePanel,ConciseSailSully
CompareSizeWatchAdPanel,ConciseSailBirchSoSully
FiveFSRewardPanel,HeatFSRedbudSully
GamePanel,TraySully
GeneralRewardPanel,DestineRedbudSully
GoldPigPanel,RockEarSully
Jack,Coil
Pot,Hot
JackPotPanel,CoilHotSully
LoadingPanel,PacificSully
Match3Panel,Tepee3Sully
Minigame,Stimulus
MinigameRewardPanel,StimulusRedbudSully
NewPlayerGuidePanel,EatPlungeQuietSully
OpenBoxPanel,WindFeeSully
Paytable,Sunbaked
PaytablePanel,SunbakedSully
Us,Go
RateUsPanel,SelfUsSully
ScratchPanel,FoundrySully
SettingPanel,TestifySully
WinPanel,GunSully
Model,Eight
AudioModel,NightEight
AudioSourceQueue,NightSpinetJules
MusicMgr,AnnexBee
Resources,Territory
MusicResourcesMgr,AnnexTerritoryBee
MusicType,AnnexLeap
Common,Hammer
CommonConfig,HammerTenant
SaveDataManager,HostSongCowhand
Animator,Coincide
FrameAnimator,NomadCoincide
Archor,Marvel
Tool,Slow
ArchorTool,MarvelSlow
AutoLayout,YearAbroad
AdjustInitManager,PunishPaneCowhand
ADManager,ADCowhand
CustomData,PaddleSong
Ad_CustomData,So_PaddleSong
RateUsManager,SelfGoCowhand
Center,Locate
Logic,Flint
MessageCenterLogic,CatalogLocateFlint
MessageData,CatalogSong
CConfig,CTenant
NetInfoMgr,RimPainBee
Script,Herald
PostEventScript,RimeWorstHerald
NetWorkGetObject,RimBeefAllSearch
NetWorkManager,RimBeefCowhand
RequestTask,FlattenOpen
NetWorkPostObject,RimBeefRimeSearch
Guidance,Minimize
GuidanceEventPenetrate,GuidanceWorstExpensive
NewUserGuidePanel,EatBushQuietSully
RectGuideMask,WareQuietView
ObjectPool,SearchHalf
ObjectPoolManager,SearchHalfCowhand
Mono,Fond
Singleton,Glandular
MonoSingleton,FondGlandular
ToastManager,ForceCowhand
View,Rime
ScrollViewContentLayout,CanadaViewEarthenAbroad
Util,Loam
CommonUtil,HammerLoam
DateUtil,PathLoam
NumberUtil,PrimalLoam
RandomUtil,ForgetLoam
StringUtil,TeacupLoam
ErrorCodeMessage,LomasWaleCatalog
Ctrl,Flag
ActivityCtrl,PlateletFlag
ActivityDailyGiftCtrl,PlateletAvoidStarFlag
ActivityEndlessTreasureCtrl,PlateletAnemoneIllusionFlag
ActivityRemoveAdCtrl,PlateletWeaponSoFlag
ExpBoxCtrl,USAFeeFlag
GameSettingCtrl,TrayTestifyFlag
HealthCtrl,OutcryFlag
ItemGroupCtrl,OnceAlgaeFlag
LevelCtrl,VideoFlag
RankCtrl,DownFlag
ResourceCtrl,GloballyFlag
ShopCtrl,EaseFlag
SkinCtrl,GoatFlag
ActivityData,PlateletSong
ExpBox,USAFee
ExpBoxData,USAFeeSong
GameSettingDB,TrayTestifyDB
ItemDB,OnceDB
ItemGroupDB,OnceAlgaeDB
ShopDB,EaseDB
ExpBoxDB,USAFeeDB
SkinDB,GoatDB
ActivityDB,PlateletDB
ActivityDailyGiftDB,PlateletAvoidStarDB
ActivityEndlessTreasureDB,PlateletAnemoneIllusionDB
RankDB,DownDB
RankRewardDB,DownRedbudDB
ResourceDB,GloballyDB
SettingDB,TestifyDB
ActivityCtrlDB,PlateletFlagDB
ItemData,OnceSong
ItemGroup,OnceAlgae
LevelData,VideoSong
RankData,DownSong
RankUser,DownBush
ShopData,EaseSong
SkinData,GoatSong
DataManager,SongCowhand
ConfigManagerByJson,TenantCowhandNoEtch
KeyValuesInfo,EonSquashPain
KeyValuesNode,EonSquashBoss
Sys,Hue
Define,Canvas
SysDefine,HueCanvas
EventTriggerListener,WorstNitinolDisposal
MessageCenter,CatalogLocate
KeyValuesUpdate,EonSquashNormal
Anlysis,Amateur
Exception,Threshold
JsonAnlysisException,EtchAmateurThreshold
ResourcesMgr,TerritoryBee
UIMaskMgr,UIViewBee
Helper,Margin
UnityHelper,CubicMargin
LauguageMgr,GenerousBee
BaseUIForms,HareUISedge
UIManager,UICowhand
UIFormParams,UIMailPuddle
UIType,UILeap
InitializeUGS,EcologicalUGS
AutoLayoutVertical,YearAbroadDaughter
Adapter,Amplify
SafeAreaAdapter,TireLadeAmplify
ProgressUI,MinimizeUI
TabItem,WhoOnce
TabController,WhoMicroscope
TabItemController,WhoOnceMicroscope
Control,Inanity
MaskControl,ViewInanity
PageView,MaleRime
ScrollView,CanadaRime
ScrollViewItem,CanadaRimeOnce
Sound_BGM,Crowd_BGM
BGM_Bonus,BGM_India
SFX,SFX
spins,Prowl
SFX_Add8spins,SFX_Ion8Prowl
Final,Elder
Result,Meteor
FinalResult,ElderMeteor
SFX_FinalResult,SFX_ElderMeteor
Fire,Rape
FireBallC,RapeUponC
SFX_FireBallC,SFX_RapeUponC
FireBallD,RapeUponD
SFX_FireBallD,SFX_RapeUponD
FireBallW,RapeUponW
SFX_FireBallW,SFX_RapeUponW
SFX_GrandJackpot,SFX_SinceRestful
JackpotLoop,RestfulRest
SFX_JackpotLoop,SFX_RestfulRest
SFX_MajorJackpot,SFX_DramaRestful
Mega,Soul
MegaJackpot,SoulRestful
SFX_MegaJackpot,SFX_SoulRestful
SFX_MiniJackpot,SFX_IncaRestful
SFX_MinorJackpot,SFX_AheadRestful
LuckyWheelGet,ScopeElderAll
SFX_LuckyWheelGet,SFX_ScopeElderAll
Rolling,Prairie
LuckyWheelRolling,ScopeElderPrairie
SFX_LuckyWheelRolling,SFX_ScopeElderPrairie
BGM_Scatter1,BGM_Dismiss1
BGM_Scatter2,BGM_Dismiss2
Link,Idea
SFX_3Link,SFX_3Idea
Jar,Map
Break,Tooth
JarBreak,MapTooth
SFX_JarBreak,SFX_MapTooth
Lost,Gram
SFX_Lost,SFX_Gram
SFX_Scatter1Win,SFX_Dismiss1Gun
SFX_Switch,SFX_Enigma
SwitchOpen,EnigmaWind
SFX_SwitchOpen,SFX_EnigmaWind
SFX_Scratch,SFX_Foundry
ScratchReward,FoundryRedbud
SFX_ScratchReward,SFX_FoundryRedbud
BGM_Main,BGM_Last
BonusStart,IndiaSkill
SFX_BonusStart,SFX_IndiaSkill
Slash,Paint
BugSlash,LowPaint
SFX_BugSlash,SFX_LowPaint
CollectReward,ClassicRedbud
SFX_CollectReward,SFX_ClassicRedbud
DoubleRewards,ShieldFlatter
SFX_DoubleRewards,SFX_ShieldFlatter
High,Tale
HighRate,TaleSelf
SFX_HighRate3Slot,SFX_TaleSelf3Bare
SFX_HighRate4slot,SFX_TaleSelf4Coat
SFX_HighRate5slot,SFX_TaleSelf5Coat
HighRateRolling,TaleSelfPrairie
SFX_HighRateRolling,SFX_TaleSelfPrairie
Little,Poorly
LittleWin,PoorlyGun
SFX_LittleWin,SFX_PoorlyGun
Enrgy,Sleek
LuckyWheelEnrgy,ScopeElderSleek
SFX_LuckyWheelEnrgy,SFX_ScopeElderSleek
LuckyWheelSwitch,ScopeElderEnigma
SFX_LuckyWheelSwitch,SFX_ScopeElderEnigma
MiniGame,IncaTray
SFX_MiniGame,SFX_IncaTray
Piggy,Jules
Bank,Fold
PiggyBankShake,JulesFoldBurin
SFX_PiggyBankShake,SFX_JulesFoldBurin
SIconGet,STuskAll
SFX_SIconGet,SFX_STuskAll
SlotsRolling,LargePrairie
SFX_SlotsRolling,SFX_LargePrairie
SlotsStopNormal,LargeSandMexico
SFX_SlotsStopNormal,SFX_LargeSandMexico
SpinButton,WindCarman
SFX_SpinButton,SFX_WindCarman
Sound_GoldCoin,Crowd_RockJazz
Arm,Ape
Bandit,Dating
OneArmBandit,WebApeDating
Sound_OneArmBandit,Crowd_WebApeDating
Sound_PopShow,Crowd_BeeCane
UIButton,UICarman
Sound_UIButton,Crowd_UICarman
Big,Sow
BigWin,SowGun
SFX_BigWin,SFX_SowGun
Epic,Firn
EpicWin,FirnGun
SFX_EpicWin,SFX_FirnGun
MegaWin,SoulGun
SFX_MegaWin,SFX_SoulGun
Super,Value
SuperBigWin,ValueSowGun
SFX_SuperBigWin,SFX_ValueSowGun
SuperMegaWin,ValueSoulGun
SFX_SuperMegaWin,SFX_ValueSoulGun
WinLoop,GunRest
SFX_WinLoop,SFX_GunRest
SFX_HighRate3slot,SFX_TaleSelf3Coat
Ankh,Line
Match3_Ankh,Tepee3_Line
Match3_Bug,Tepee3_Low
Clopatra,Calotype
Match3_Clopatra,Tepee3_Calotype
Honus,Bowel
Match3_Honus,Tepee3_Bowel
Match3_Jar,Tepee3_Map
Ring,Spar
Match3_Ring,Tepee3_Spar
Scepter,Pliable
Match3_Scepter,Tepee3_Pliable
MoveFx,FastUp
MoveFx_Boost,FastUp_Ample
MoveFx_Win,FastUp_Gun
RewardCry,RedbudCan
OpenBox_RewardCry,WindFee_RedbudCan
RewardDiamond,RedbudViolent
OpenBox_RewardDiamond,WindFee_RedbudViolent
RewardMajor,RedbudDrama
OpenBox_RewardMajor,WindFee_RedbudDrama
RewardMini,RedbudInca
OpenBox_RewardMini,WindFee_RedbudInca
RewardMinor,RedbudAhead
OpenBox_RewardMinor,WindFee_RedbudAhead
RewardScorpion,RedbudNearness
OpenBox_RewardScorpion,WindFee_RedbudNearness
RewardSkull,RedbudStunt
OpenBox_RewardSkull,WindFee_RedbudStunt
WinBall,GunUpon
CollectEffect,ClassicSahara
JackpotPanel,RestfulSully
ErrorCode,LomasWale
ICtrl,IFlag
IAPManager,IAPCowhand
IConfigManager,ITenantCowhand

